spa-30-07456188-n;n;neutral;0.75;campeonato,certamen,competición,concurso,contienda,prueba;-1
spa-30-00475008-a;a;neutral;0.75;no_explosivo;-1
spa-30-00570590-a;a;positive;0.75;consciente;-1
spa-30-00804695-a;a;positive;0.75;vivo;-1
spa-30-05839024-n;n;neutral;0.75;clase,tipo;-1
spa-30-01508719-a;a;neutral;0.75;ligero,suave;-1
spa-30-02407603-a;a;positive;0.75;relajado;-1
spa-30-00748282-v;v;negative;0.75;cargar,imponer,infligir,inflingir;-1
spa-30-01675963-v;v;positive;0.75;adornar,decorar;-1
spa-30-01369758-v;v;negative;0.75;romper;-1
spa-30-14061805-n;n;negative;0.75;afección,enfermedad,patología;-1
spa-30-02112029-v;v;neutral;0.75;exponer;-1
spa-30-01442186-a;a;neutral;0.75;corto;-1
spa-30-02461723-a;a;negative;0.75;falso;-1
spa-30-02472293-n;n;neutral;0.75;hombre,humano,ser_humano;-1
spa-30-01391351-a;a;neutral;0.75;menudo,pequeño;-1
spa-30-02767308-v;v;neutral;0.75;despedir,emitir;-1
spa-30-00787136-a;a;positive;0.75;dominante;-1
spa-30-03221720-n;n;neutral;0.75;puerta,seguro;-1
spa-30-00017639-r;r;negative;0.75;aún,peor,todavía,ya;-1
spa-30-05715864-n;n;neutral;0.75;sabor;-1
spa-30-01653873-v;v;neutral;0.75;componer,hacer,preparar;-1
spa-30-00900616-a;a;neutral;0.75;esencial;-1
spa-30-00217728-a;a;positive;0.75;bello,bonito,cautivador,encantador,hermoso,precioso;-1
spa-30-07371293-n;n;neutral;0.75;ruido,sonido;-1
spa-30-02570282-a;a;negative;0.75;tonto;-1
spa-30-01236164-v;v;negative;0.75;chocar,colisionar,golpear;-1
spa-30-03058107-n;n;neutral;0.75;baño,capa,mano,recubrimiento;-1
spa-30-00443850-r;r;positive;0.75;completamente,indudablemente;-1
spa-30-02560548-a;a;neutral;0.75;amplio,ancho;-1
spa-30-00788821-a;a;negative;0.75;sumiso;-1
spa-30-01595596-a;a;neutral;0.75;anormal;-1
spa-30-01108148-v;v;positive;0.75;derrotar,recuperarse,superar,vencer;-1
spa-30-07260623-n;n;positive;0.75;criterio,estándar,patrón,pauta,regla;-1
spa-30-00147876-r;r;positive;0.75;fácil,fácilmente;-1
spa-30-00302761-a;a;positive;0.75;sereno,tranquilo;-1
spa-30-05872982-n;n;neutral;0.75;ley;-1
spa-30-00839619-a;a;positive;0.75;competente,eficiente;-1
spa-30-01082535-a;a;negative;0.75;estéril,improductivo,infructuoso,infructífero,yermo;-1
spa-30-02488834-v;v;neutral;0.75;casarse,contraer_nupcias,desposar,enlazarse,llevar_al_altar,matrimoniarse;-1
spa-30-02452885-v;v;negative;0.75;estorbar,impedir,imposibilitar;-1
spa-30-14642417-n;n;neutral;0.75;hierro;-1
spa-30-02210855-v;v;positive;0.75;adquirir,conseguir,obtener,sacar,tomar;-1
spa-30-00455599-n;n;neutral;0.75;juego;-1
spa-30-01375174-a;a;positive;0.75;conocido,sabido;-1
spa-30-07484265-n;n;neutral;0.75;deseo;-1
spa-30-01433493-a;a;neutral;0.75;extenso,largo;-1
spa-30-02158826-a;a;neutral;0.75;ciego,invidente;-1
spa-30-05029706-n;n;positive;0.75;fortaleza;-1
spa-30-02475922-v;v;neutral;0.75;nombrar;-1
spa-30-00006336-a;a;neutral;0.75;absorbente;-1
spa-30-01061489-a;a;positive;0.75;libre;-1
spa-30-00018584-a;a;negative;0.75;inaceptable,inadmisible,inconveniente;-1
spa-30-01291069-v;v;neutral;0.75;acoplar,juntar,reunir,unir;-1
spa-30-00389299-r;r;negative;0.75;desanimadamente,sin_vida;-1
spa-30-01801600-a;a;negative;0.75;desagradable,grosero,ofensivo;-1
spa-30-00770437-v;v;neutral;0.75;causar,hacer,inducir;-1
spa-30-02530167-v;v;neutral;0.75;buscar,ensayar,intentar,pretender,tratar;-1
spa-30-01462005-v;v;neutral;0.75;amalgamar,fusionar,mezclar;-1
spa-30-08223802-n;n;neutral;0.75;comunidad;-1
spa-30-02424254-a;a;negative;0.75;desarreglado,desaseado,desordenado,desorganizado,sucio;-1
spa-30-00474620-a;a;neutral;0.75;detonador,explosivo;-1
